INFO flwr 2023-04-10 01:59:36,427 | app.py:139 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=6000)
losses_distributed: [[2.3019344806671143], [2.2986748218536377]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106]]
evaluate_round 3 received 1 results and 0 timeouts
time: 99.292058208
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332]]
evaluate_round 4 received 1 results and 0 timeouts
time: 131.001328958
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252]]
evaluate_round 5 received 1 results and 0 timeouts
time: 161.971954916
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935]]
evaluate_round 6 received 1 results and 0 timeouts
time: 191.801382083
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069]]
evaluate_round 7 received 1 results and 0 timeouts
time: 221.625387458
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423]]
evaluate_round 8 received 1 results and 0 timeouts
time: 250.77982475
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324]]
evaluate_round 9 received 1 results and 0 timeouts
time: 279.977695666
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795]]
evaluate_round 10 received 1 results and 0 timeouts
time: 309.442126291
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234]]
evaluate_round 11 received 1 results and 0 timeouts
time: 338.684872041
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064], [1.5498613119125366]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234], [0.4318431843184318]]
evaluate_round 12 received 1 results and 0 timeouts
time: 368.295192458
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064], [1.5498613119125366], [1.5246919393539429]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234], [0.4318431843184318], [0.4416441644164417]]
evaluate_round 13 received 1 results and 0 timeouts
time: 398.84899775
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064], [1.5498613119125366], [1.5246919393539429], [1.4792094230651855]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234], [0.4318431843184318], [0.4416441644164417], [0.45794579457945794]]
evaluate_round 14 received 1 results and 0 timeouts
time: 429.058863166
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064], [1.5498613119125366], [1.5246919393539429], [1.4792094230651855], [1.4459542036056519]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234], [0.4318431843184318], [0.4416441644164417], [0.45794579457945794], [0.4720472047204721]]
evaluate_round 15 received 1 results and 0 timeouts
time: 458.778752958
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064], [1.5498613119125366], [1.5246919393539429], [1.4792094230651855], [1.4459542036056519], [1.4179620742797852]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234], [0.4318431843184318], [0.4416441644164417], [0.45794579457945794], [0.4720472047204721], [0.4847484748474847]]
evaluate_round 16 received 1 results and 0 timeouts
time: 489.572654208
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064], [1.5498613119125366], [1.5246919393539429], [1.4792094230651855], [1.4459542036056519], [1.4179620742797852], [1.3957113027572632]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234], [0.4318431843184318], [0.4416441644164417], [0.45794579457945794], [0.4720472047204721], [0.4847484748474847], [0.49164916491649163]]
evaluate_round 17 received 1 results and 0 timeouts
time: 519.50017275
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064], [1.5498613119125366], [1.5246919393539429], [1.4792094230651855], [1.4459542036056519], [1.4179620742797852], [1.3957113027572632], [1.3693804740905762]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234], [0.4318431843184318], [0.4416441644164417], [0.45794579457945794], [0.4720472047204721], [0.4847484748474847], [0.49164916491649163], [0.5091509150915091]]
evaluate_round 18 received 1 results and 0 timeouts
time: 550.014453625
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064], [1.5498613119125366], [1.5246919393539429], [1.4792094230651855], [1.4459542036056519], [1.4179620742797852], [1.3957113027572632], [1.3693804740905762], [1.3401612043380737]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234], [0.4318431843184318], [0.4416441644164417], [0.45794579457945794], [0.4720472047204721], [0.4847484748474847], [0.49164916491649163], [0.5091509150915091], [0.5117511751175118]]
evaluate_round 19 received 1 results and 0 timeouts
time: 579.945170458
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064], [1.5498613119125366], [1.5246919393539429], [1.4792094230651855], [1.4459542036056519], [1.4179620742797852], [1.3957113027572632], [1.3693804740905762], [1.3401612043380737], [1.3412967920303345]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234], [0.4318431843184318], [0.4416441644164417], [0.45794579457945794], [0.4720472047204721], [0.4847484748474847], [0.49164916491649163], [0.5091509150915091], [0.5117511751175118], [0.5185518551855186]]
evaluate_round 20 received 1 results and 0 timeouts
time: 605.975067125
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064], [1.5498613119125366], [1.5246919393539429], [1.4792094230651855], [1.4459542036056519], [1.4179620742797852], [1.3957113027572632], [1.3693804740905762], [1.3401612043380737], [1.3412967920303345], [1.3081693649291992]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234], [0.4318431843184318], [0.4416441644164417], [0.45794579457945794], [0.4720472047204721], [0.4847484748474847], [0.49164916491649163], [0.5091509150915091], [0.5117511751175118], [0.5185518551855186], [0.5265526552655265]]
evaluate_round 21 received 1 results and 0 timeouts
time: 632.609030125
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064], [1.5498613119125366], [1.5246919393539429], [1.4792094230651855], [1.4459542036056519], [1.4179620742797852], [1.3957113027572632], [1.3693804740905762], [1.3401612043380737], [1.3412967920303345], [1.3081693649291992], [1.3004422187805176]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234], [0.4318431843184318], [0.4416441644164417], [0.45794579457945794], [0.4720472047204721], [0.4847484748474847], [0.49164916491649163], [0.5091509150915091], [0.5117511751175118], [0.5185518551855186], [0.5265526552655265], [0.5342534253425343]]
evaluate_round 22 received 1 results and 0 timeouts
time: 658.972063833
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064], [1.5498613119125366], [1.5246919393539429], [1.4792094230651855], [1.4459542036056519], [1.4179620742797852], [1.3957113027572632], [1.3693804740905762], [1.3401612043380737], [1.3412967920303345], [1.3081693649291992], [1.3004422187805176], [1.2716532945632935]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234], [0.4318431843184318], [0.4416441644164417], [0.45794579457945794], [0.4720472047204721], [0.4847484748474847], [0.49164916491649163], [0.5091509150915091], [0.5117511751175118], [0.5185518551855186], [0.5265526552655265], [0.5342534253425343], [0.5459545954595459]]
evaluate_round 23 received 1 results and 0 timeouts
time: 685.485068458
losses_distributed: [[2.3019344806671143], [2.2986748218536377], [2.2871618270874023], [2.219062328338623], [2.072201728820801], [1.9294313192367554], [1.836349606513977], [1.7540909051895142], [1.6820446252822876], [1.603655219078064], [1.5498613119125366], [1.5246919393539429], [1.4792094230651855], [1.4459542036056519], [1.4179620742797852], [1.3957113027572632], [1.3693804740905762], [1.3401612043380737], [1.3412967920303345], [1.3081693649291992], [1.3004422187805176], [1.2716532945632935], [1.2452285289764404]]
metrics_distributed: [[0.10071007100710071], [0.1106110611061106], [0.14331433143314332], [0.20252025202520252], [0.26932693269326935], [0.3069306930693069], [0.34423442344234423], [0.36323632363236324], [0.3795379537953795], [0.41234123412341234], [0.4318431843184318], [0.4416441644164417], [0.45794579457945794], [0.4720472047204721], [0.4847484748474847], [0.49164916491649163], [0.5091509150915091], [0.5117511751175118], [0.5185518551855186], [0.5265526552655265], [0.5342534253425343], [0.5459545954595459], [0.5555555555555556]]
evaluate_round 24 received 1 results and 0 timeouts
time: 711.794968916
