INFO flwr 2023-04-08 20:51:59,128 | app.py:139 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=6000)
DEBUG flwr 2023-04-08 20:53:56,903 | server.py:165 | evaluate_round 6: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:54:13,188 | server.py:179 | evaluate_round 6 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:54:13,188 | server.py:215 | fit_round 7: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:54:18,307 | server.py:229 | fit_round 7 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:54:18,308 | server.py:165 | evaluate_round 7: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:54:34,452 | server.py:179 | evaluate_round 7 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:54:34,452 | server.py:215 | fit_round 8: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:54:39,573 | server.py:229 | fit_round 8 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:54:39,574 | server.py:165 | evaluate_round 8: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:54:55,623 | server.py:179 | evaluate_round 8 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:54:55,623 | server.py:215 | fit_round 9: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:55:00,798 | server.py:229 | fit_round 9 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:55:00,800 | server.py:165 | evaluate_round 9: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:55:16,885 | server.py:179 | evaluate_round 9 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:55:16,885 | server.py:215 | fit_round 10: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:55:21,989 | server.py:229 | fit_round 10 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:55:21,990 | server.py:165 | evaluate_round 10: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:55:37,964 | server.py:179 | evaluate_round 10 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:55:37,964 | server.py:215 | fit_round 11: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:55:43,046 | server.py:229 | fit_round 11 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:55:43,047 | server.py:165 | evaluate_round 11: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:55:59,235 | server.py:179 | evaluate_round 11 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:55:59,235 | server.py:215 | fit_round 12: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:56:04,332 | server.py:229 | fit_round 12 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:56:04,333 | server.py:165 | evaluate_round 12: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:56:20,667 | server.py:179 | evaluate_round 12 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:56:20,667 | server.py:215 | fit_round 13: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:56:25,763 | server.py:229 | fit_round 13 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:56:25,764 | server.py:165 | evaluate_round 13: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:56:42,148 | server.py:179 | evaluate_round 13 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:56:42,148 | server.py:215 | fit_round 14: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:56:47,242 | server.py:229 | fit_round 14 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:56:47,243 | server.py:165 | evaluate_round 14: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:57:03,595 | server.py:179 | evaluate_round 14 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:57:03,596 | server.py:215 | fit_round 15: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:57:08,698 | server.py:229 | fit_round 15 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:57:08,700 | server.py:165 | evaluate_round 15: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:57:24,910 | server.py:179 | evaluate_round 15 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:57:24,911 | server.py:215 | fit_round 16: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:57:29,989 | server.py:229 | fit_round 16 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:57:29,990 | server.py:165 | evaluate_round 16: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:57:46,490 | server.py:179 | evaluate_round 16 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:57:46,490 | server.py:215 | fit_round 17: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:57:51,561 | server.py:229 | fit_round 17 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:57:51,562 | server.py:165 | evaluate_round 17: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:58:07,852 | server.py:179 | evaluate_round 17 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:58:07,852 | server.py:215 | fit_round 18: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:58:12,940 | server.py:229 | fit_round 18 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:58:12,941 | server.py:165 | evaluate_round 18: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:58:29,287 | server.py:179 | evaluate_round 18 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:58:29,287 | server.py:215 | fit_round 19: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:58:34,375 | server.py:229 | fit_round 19 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:58:34,376 | server.py:165 | evaluate_round 19: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:58:50,637 | server.py:179 | evaluate_round 19 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:58:50,637 | server.py:215 | fit_round 20: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:58:55,713 | server.py:229 | fit_round 20 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:58:55,714 | server.py:165 | evaluate_round 20: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:59:11,987 | server.py:179 | evaluate_round 20 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:59:11,987 | server.py:215 | fit_round 21: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:59:17,055 | server.py:229 | fit_round 21 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:59:17,056 | server.py:165 | evaluate_round 21: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:59:33,355 | server.py:179 | evaluate_round 21 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:59:33,355 | server.py:215 | fit_round 22: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:59:38,438 | server.py:229 | fit_round 22 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:59:38,440 | server.py:165 | evaluate_round 22: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:59:54,725 | server.py:179 | evaluate_round 22 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:59:54,725 | server.py:215 | fit_round 23: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 20:59:59,802 | server.py:229 | fit_round 23 received 1 results and 0 failures
DEBUG flwr 2023-04-08 20:59:59,803 | server.py:165 | evaluate_round 23: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:00:16,115 | server.py:179 | evaluate_round 23 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:00:16,116 | server.py:215 | fit_round 24: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:00:21,165 | server.py:229 | fit_round 24 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:00:21,166 | server.py:165 | evaluate_round 24: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:00:37,470 | server.py:179 | evaluate_round 24 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:00:37,470 | server.py:215 | fit_round 25: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:00:42,546 | server.py:229 | fit_round 25 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:00:42,548 | server.py:165 | evaluate_round 25: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:00:58,811 | server.py:179 | evaluate_round 25 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:00:58,811 | server.py:215 | fit_round 26: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:01:03,881 | server.py:229 | fit_round 26 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:01:03,883 | server.py:165 | evaluate_round 26: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:01:20,208 | server.py:179 | evaluate_round 26 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:01:20,208 | server.py:215 | fit_round 27: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:01:25,302 | server.py:229 | fit_round 27 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:01:25,304 | server.py:165 | evaluate_round 27: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:01:41,666 | server.py:179 | evaluate_round 27 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:01:41,666 | server.py:215 | fit_round 28: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:01:46,744 | server.py:229 | fit_round 28 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:01:46,746 | server.py:165 | evaluate_round 28: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:02:03,034 | server.py:179 | evaluate_round 28 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:02:03,034 | server.py:215 | fit_round 29: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:02:08,107 | server.py:229 | fit_round 29 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:02:08,108 | server.py:165 | evaluate_round 29: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:02:24,491 | server.py:179 | evaluate_round 29 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:02:24,492 | server.py:215 | fit_round 30: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:02:29,603 | server.py:229 | fit_round 30 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:02:29,605 | server.py:165 | evaluate_round 30: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:02:45,850 | server.py:179 | evaluate_round 30 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:02:45,850 | server.py:215 | fit_round 31: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:02:50,936 | server.py:229 | fit_round 31 received 1 results and 0 failures
DEBUG flwr 2023-04-08 21:02:50,937 | server.py:165 | evaluate_round 31: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-08 21:03:07,369 | server.py:179 | evaluate_round 31 received 1 results and 0 failures
evaluate_round 1 received 1 results and 0 timeouts
time: 27.083151833
losses_distributed: [[1.8411827087402344]]
metrics_distributed: [[0.09938742342792849]]
evaluate_round 2 received 1 results and 0 timeouts
time: 48.729836208
losses_distributed: [[1.8411827087402344], [1.835484504699707]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158]]
evaluate_round 3 received 1 results and 0 timeouts
time: 70.299183916
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276]]
evaluate_round 4 received 1 results and 0 timeouts
time: 91.715557916
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836]]
evaluate_round 5 received 1 results and 0 timeouts
time: 113.154468458
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045]]
evaluate_round 6 received 1 results and 0 timeouts
time: 134.5670515
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954]]
evaluate_round 7 received 1 results and 0 timeouts
time: 155.830481583
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907]]
evaluate_round 8 received 1 results and 0 timeouts
time: 177.00152175
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153]]
evaluate_round 9 received 1 results and 0 timeouts
time: 198.264667416
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145]]
evaluate_round 10 received 1 results and 0 timeouts
time: 219.3469135
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727]]
evaluate_round 11 received 1 results and 0 timeouts
time: 240.618474833
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648], [1.2835557460784912]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727], [0.42592824103012883]]
evaluate_round 12 received 1 results and 0 timeouts
time: 262.050635458
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648], [1.2835557460784912], [1.2419259548187256]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727], [0.42592824103012883], [0.4350543817977247]]
evaluate_round 13 received 1 results and 0 timeouts
time: 283.531746666
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648], [1.2835557460784912], [1.2419259548187256], [1.1883820295333862]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727], [0.42592824103012883], [0.4350543817977247], [0.4528066008251031]]
evaluate_round 14 received 1 results and 0 timeouts
time: 304.978998375
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648], [1.2835557460784912], [1.2419259548187256], [1.1883820295333862], [1.170722484588623]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727], [0.42592824103012883], [0.4350543817977247], [0.4528066008251031], [0.4599324915614452]]
evaluate_round 15 received 1 results and 0 timeouts
time: 326.29397375
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648], [1.2835557460784912], [1.2419259548187256], [1.1883820295333862], [1.170722484588623], [1.1302636861801147]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727], [0.42592824103012883], [0.4350543817977247], [0.4528066008251031], [0.4599324915614452], [0.48931116389548696]]
evaluate_round 16 received 1 results and 0 timeouts
time: 347.873449125
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648], [1.2835557460784912], [1.2419259548187256], [1.1883820295333862], [1.170722484588623], [1.1302636861801147], [1.1237621307373047]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727], [0.42592824103012883], [0.4350543817977247], [0.4528066008251031], [0.4599324915614452], [0.48931116389548696], [0.49643705463182897]]
evaluate_round 17 received 1 results and 0 timeouts
time: 369.235652583
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648], [1.2835557460784912], [1.2419259548187256], [1.1883820295333862], [1.170722484588623], [1.1302636861801147], [1.1237621307373047], [1.098046064376831]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727], [0.42592824103012883], [0.4350543817977247], [0.4528066008251031], [0.4599324915614452], [0.48931116389548696], [0.49643705463182897], [0.5028128516064508]]
evaluate_round 18 received 1 results and 0 timeouts
time: 390.670409708
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648], [1.2835557460784912], [1.2419259548187256], [1.1883820295333862], [1.170722484588623], [1.1302636861801147], [1.1237621307373047], [1.098046064376831], [1.0804485082626343]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727], [0.42592824103012883], [0.4350543817977247], [0.4528066008251031], [0.4599324915614452], [0.48931116389548696], [0.49643705463182897], [0.5028128516064508], [0.51131391423928]]
evaluate_round 19 received 1 results and 0 timeouts
time: 412.020054375
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648], [1.2835557460784912], [1.2419259548187256], [1.1883820295333862], [1.170722484588623], [1.1302636861801147], [1.1237621307373047], [1.098046064376831], [1.0804485082626343], [1.0652134418487549]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727], [0.42592824103012883], [0.4350543817977247], [0.4528066008251031], [0.4599324915614452], [0.48931116389548696], [0.49643705463182897], [0.5028128516064508], [0.51131391423928], [0.5160645080635079]]
evaluate_round 20 received 1 results and 0 timeouts
time: 433.370272666
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648], [1.2835557460784912], [1.2419259548187256], [1.1883820295333862], [1.170722484588623], [1.1302636861801147], [1.1237621307373047], [1.098046064376831], [1.0804485082626343], [1.0652134418487549], [1.049362301826477]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727], [0.42592824103012883], [0.4350543817977247], [0.4528066008251031], [0.4599324915614452], [0.48931116389548696], [0.49643705463182897], [0.5028128516064508], [0.51131391423928], [0.5160645080635079], [0.5264408051006376]]
evaluate_round 21 received 1 results and 0 timeouts
time: 454.738583958
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648], [1.2835557460784912], [1.2419259548187256], [1.1883820295333862], [1.170722484588623], [1.1302636861801147], [1.1237621307373047], [1.098046064376831], [1.0804485082626343], [1.0652134418487549], [1.049362301826477], [1.0644135475158691]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727], [0.42592824103012883], [0.4350543817977247], [0.4528066008251031], [0.4599324915614452], [0.48931116389548696], [0.49643705463182897], [0.5028128516064508], [0.51131391423928], [0.5160645080635079], [0.5264408051006376], [0.5225653206650831]]
evaluate_round 22 received 1 results and 0 timeouts
time: 476.107984791
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648], [1.2835557460784912], [1.2419259548187256], [1.1883820295333862], [1.170722484588623], [1.1302636861801147], [1.1237621307373047], [1.098046064376831], [1.0804485082626343], [1.0652134418487549], [1.049362301826477], [1.0644135475158691], [1.0320250988006592]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727], [0.42592824103012883], [0.4350543817977247], [0.4528066008251031], [0.4599324915614452], [0.48931116389548696], [0.49643705463182897], [0.5028128516064508], [0.51131391423928], [0.5160645080635079], [0.5264408051006376], [0.5225653206650831], [0.5376922115264408]]
evaluate_round 23 received 1 results and 0 timeouts
time: 497.498885666
losses_distributed: [[1.8411827087402344], [1.835484504699707], [1.8014596700668335], [1.6392019987106323], [1.5530554056167603], [1.4965378046035767], [1.4382930994033813], [1.3887540102005005], [1.3300998210906982], [1.2792425155639648], [1.2835557460784912], [1.2419259548187256], [1.1883820295333862], [1.170722484588623], [1.1302636861801147], [1.1237621307373047], [1.098046064376831], [1.0804485082626343], [1.0652134418487549], [1.049362301826477], [1.0644135475158691], [1.0320250988006592], [1.0164363384246826]]
metrics_distributed: [[0.09938742342792849], [0.15664458057257158], [0.19564945618202276], [0.25003125390673836], [0.30391298912364045], [0.32391548943617954], [0.35729466183272907], [0.37742217777222153], [0.40042505313164145], [0.4164270533816727], [0.42592824103012883], [0.4350543817977247], [0.4528066008251031], [0.4599324915614452], [0.48931116389548696], [0.49643705463182897], [0.5028128516064508], [0.51131391423928], [0.5160645080635079], [0.5264408051006376], [0.5225653206650831], [0.5376922115264408], [0.5413176647080885]]
evaluate_round 24 received 1 results and 0 timeouts
time: 518.853500541
