INFO flower 2023-10-05 13:11:22,225 | app.py:131 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=1500)
DEBUG flower 2023-10-05 14:34:16,220 | server.py:165 | evaluate_round 16: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 14:38:30,609 | server.py:179 | evaluate_round 16 received 35 results and 0 failures
DEBUG flower 2023-10-05 14:38:30,610 | server.py:215 | fit_round 17: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 14:39:24,848 | server.py:229 | fit_round 17 received 35 results and 0 failures
DEBUG flower 2023-10-05 14:39:24,896 | server.py:165 | evaluate_round 17: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 14:44:02,532 | server.py:179 | evaluate_round 17 received 35 results and 0 failures
DEBUG flower 2023-10-05 14:44:02,532 | server.py:215 | fit_round 18: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 14:44:56,671 | server.py:229 | fit_round 18 received 35 results and 0 failures
DEBUG flower 2023-10-05 14:44:56,713 | server.py:165 | evaluate_round 18: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 14:49:17,123 | server.py:179 | evaluate_round 18 received 35 results and 0 failures
DEBUG flower 2023-10-05 14:49:17,123 | server.py:215 | fit_round 19: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 14:50:22,916 | server.py:229 | fit_round 19 received 35 results and 0 failures
DEBUG flower 2023-10-05 14:50:22,958 | server.py:165 | evaluate_round 19: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 14:55:16,384 | server.py:179 | evaluate_round 19 received 35 results and 0 failures
DEBUG flower 2023-10-05 14:55:16,385 | server.py:215 | fit_round 20: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 14:56:17,978 | server.py:229 | fit_round 20 received 35 results and 0 failures
DEBUG flower 2023-10-05 14:56:18,019 | server.py:165 | evaluate_round 20: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:00:53,949 | server.py:179 | evaluate_round 20 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:00:53,950 | server.py:215 | fit_round 21: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:02:00,083 | server.py:229 | fit_round 21 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:02:00,125 | server.py:165 | evaluate_round 21: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:07:08,759 | server.py:179 | evaluate_round 21 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:07:08,761 | server.py:215 | fit_round 22: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:08:15,962 | server.py:229 | fit_round 22 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:08:16,015 | server.py:165 | evaluate_round 22: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:12:59,793 | server.py:179 | evaluate_round 22 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:12:59,794 | server.py:215 | fit_round 23: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:14:07,923 | server.py:229 | fit_round 23 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:14:07,964 | server.py:165 | evaluate_round 23: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:19:17,567 | server.py:179 | evaluate_round 23 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:19:17,568 | server.py:215 | fit_round 24: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:20:22,927 | server.py:229 | fit_round 24 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:20:22,968 | server.py:165 | evaluate_round 24: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:25:07,757 | server.py:179 | evaluate_round 24 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:25:07,757 | server.py:215 | fit_round 25: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:26:19,436 | server.py:229 | fit_round 25 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:26:19,480 | server.py:165 | evaluate_round 25: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:31:17,680 | server.py:179 | evaluate_round 25 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:31:17,680 | server.py:215 | fit_round 26: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:32:14,322 | server.py:229 | fit_round 26 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:32:14,364 | server.py:165 | evaluate_round 26: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:36:41,729 | server.py:179 | evaluate_round 26 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:36:41,729 | server.py:215 | fit_round 27: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:37:42,428 | server.py:229 | fit_round 27 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:37:42,472 | server.py:165 | evaluate_round 27: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:42:31,842 | server.py:179 | evaluate_round 27 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:42:31,843 | server.py:215 | fit_round 28: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:43:35,217 | server.py:229 | fit_round 28 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:43:35,260 | server.py:165 | evaluate_round 28: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:48:50,890 | server.py:179 | evaluate_round 28 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:48:50,890 | server.py:215 | fit_round 29: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:50:08,825 | server.py:229 | fit_round 29 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:50:08,869 | server.py:165 | evaluate_round 29: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:55:34,349 | server.py:179 | evaluate_round 29 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:55:34,349 | server.py:215 | fit_round 30: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 15:56:25,305 | server.py:229 | fit_round 30 received 35 results and 0 failures
DEBUG flower 2023-10-05 15:56:25,344 | server.py:165 | evaluate_round 30: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:01:10,853 | server.py:179 | evaluate_round 30 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:01:10,853 | server.py:215 | fit_round 31: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:02:08,335 | server.py:229 | fit_round 31 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:02:08,378 | server.py:165 | evaluate_round 31: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:06:42,665 | server.py:179 | evaluate_round 31 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:06:42,666 | server.py:215 | fit_round 32: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:07:56,513 | server.py:229 | fit_round 32 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:07:56,556 | server.py:165 | evaluate_round 32: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:12:06,437 | server.py:179 | evaluate_round 32 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:12:06,437 | server.py:215 | fit_round 33: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:13:04,338 | server.py:229 | fit_round 33 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:13:04,378 | server.py:165 | evaluate_round 33: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:17:37,158 | server.py:179 | evaluate_round 33 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:17:37,158 | server.py:215 | fit_round 34: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:18:34,108 | server.py:229 | fit_round 34 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:18:34,152 | server.py:165 | evaluate_round 34: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:23:12,803 | server.py:179 | evaluate_round 34 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:23:12,803 | server.py:215 | fit_round 35: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:24:18,267 | server.py:229 | fit_round 35 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:24:18,313 | server.py:165 | evaluate_round 35: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:28:57,844 | server.py:179 | evaluate_round 35 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:28:57,844 | server.py:215 | fit_round 36: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:29:59,280 | server.py:229 | fit_round 36 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:29:59,322 | server.py:165 | evaluate_round 36: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:34:27,608 | server.py:179 | evaluate_round 36 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:34:27,609 | server.py:215 | fit_round 37: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:35:31,464 | server.py:229 | fit_round 37 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:35:31,507 | server.py:165 | evaluate_round 37: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:40:11,986 | server.py:179 | evaluate_round 37 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:40:11,986 | server.py:215 | fit_round 38: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:41:16,163 | server.py:229 | fit_round 38 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:41:16,206 | server.py:165 | evaluate_round 38: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:45:26,573 | server.py:179 | evaluate_round 38 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:45:26,573 | server.py:215 | fit_round 39: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:46:27,900 | server.py:229 | fit_round 39 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:46:27,947 | server.py:165 | evaluate_round 39: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:50:52,065 | server.py:179 | evaluate_round 39 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:50:52,066 | server.py:215 | fit_round 40: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:51:55,070 | server.py:229 | fit_round 40 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:51:55,119 | server.py:165 | evaluate_round 40: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:56:15,248 | server.py:179 | evaluate_round 40 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:56:15,249 | server.py:215 | fit_round 41: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 16:57:21,661 | server.py:229 | fit_round 41 received 35 results and 0 failures
DEBUG flower 2023-10-05 16:57:21,706 | server.py:165 | evaluate_round 41: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 17:01:54,878 | server.py:179 | evaluate_round 41 received 35 results and 0 failures
evaluate_round 1 received 0 results and 26 timeouts
time: 238.129094
losses_distributed: [[]]
metrics_distributed: [[]]
precision_distributed: [[]]
recall_distributed: [[]]
fscore_distributed: [[]]
evaluate_round 2 received 0 results and 35 timeouts
time: 523.608710625
losses_distributed: [[], []]
metrics_distributed: [[], []]
precision_distributed: [[], []]
recall_distributed: [[], []]
fscore_distributed: [[], []]
evaluate_round 3 received 0 results and 35 timeouts
time: 878.073930208
losses_distributed: [[], [], []]
metrics_distributed: [[], [], []]
precision_distributed: [[], [], []]
recall_distributed: [[], [], []]
fscore_distributed: [[], [], []]
evaluate_round 4 received 0 results and 35 timeouts
time: 1205.736406416
losses_distributed: [[], [], [], []]
metrics_distributed: [[], [], [], []]
precision_distributed: [[], [], [], []]
recall_distributed: [[], [], [], []]
fscore_distributed: [[], [], [], []]
evaluate_round 5 received 0 results and 35 timeouts
time: 1552.440766458
losses_distributed: [[], [], [], [], []]
metrics_distributed: [[], [], [], [], []]
precision_distributed: [[], [], [], [], []]
recall_distributed: [[], [], [], [], []]
fscore_distributed: [[], [], [], [], []]
evaluate_round 6 received 0 results and 35 timeouts
time: 1902.19454
losses_distributed: [[], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], []]
evaluate_round 7 received 0 results and 35 timeouts
time: 2256.892478666
losses_distributed: [[], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], []]
evaluate_round 8 received 0 results and 35 timeouts
time: 2560.3294125
losses_distributed: [[], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], []]
evaluate_round 9 received 0 results and 35 timeouts
time: 2884.006217208
losses_distributed: [[], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], []]
evaluate_round 10 received 0 results and 35 timeouts
time: 3193.871528625
losses_distributed: [[], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], []]
evaluate_round 11 received 0 results and 35 timeouts
time: 3552.610110916
losses_distributed: [[], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], []]
evaluate_round 12 received 0 results and 35 timeouts
time: 3886.930777125
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 13 received 0 results and 35 timeouts
time: 4240.724523
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 14 received 0 results and 35 timeouts
time: 4587.372348041
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 15 received 0 results and 35 timeouts
time: 4921.573557208
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 16 received 0 results and 35 timeouts
time: 5230.904276291
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 17 received 0 results and 35 timeouts
time: 5562.794679416
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 18 received 0 results and 35 timeouts
time: 5877.387492458
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 19 received 0 results and 35 timeouts
time: 6236.6509525
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 20 received 0 results and 35 timeouts
time: 6574.217606708
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 21 received 0 results and 35 timeouts
time: 6949.029258791
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 22 received 0 results and 35 timeouts
time: 7300.065777708
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 23 received 0 results and 35 timeouts
time: 7677.776349041
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 24 received 0 results and 35 timeouts
time: 8027.959361916
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
