INFO flwr 2023-04-09 15:55:48,326 | app.py:139 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=6000)
DEBUG flwr 2023-04-09 15:56:52,956 | server.py:165 | evaluate_round 6: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:56:59,159 | server.py:179 | evaluate_round 6 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:56:59,159 | server.py:215 | fit_round 7: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:57:04,234 | server.py:229 | fit_round 7 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:57:04,235 | server.py:165 | evaluate_round 7: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:57:10,335 | server.py:179 | evaluate_round 7 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:57:10,335 | server.py:215 | fit_round 8: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:57:15,371 | server.py:229 | fit_round 8 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:57:15,372 | server.py:165 | evaluate_round 8: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:57:21,524 | server.py:179 | evaluate_round 8 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:57:21,524 | server.py:215 | fit_round 9: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:57:26,578 | server.py:229 | fit_round 9 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:57:26,580 | server.py:165 | evaluate_round 9: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:57:32,741 | server.py:179 | evaluate_round 9 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:57:32,742 | server.py:215 | fit_round 10: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:57:37,818 | server.py:229 | fit_round 10 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:57:37,819 | server.py:165 | evaluate_round 10: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:57:43,973 | server.py:179 | evaluate_round 10 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:57:43,973 | server.py:215 | fit_round 11: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:57:49,055 | server.py:229 | fit_round 11 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:57:49,056 | server.py:165 | evaluate_round 11: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:57:55,233 | server.py:179 | evaluate_round 11 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:57:55,233 | server.py:215 | fit_round 12: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:58:00,327 | server.py:229 | fit_round 12 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:58:00,329 | server.py:165 | evaluate_round 12: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:58:06,463 | server.py:179 | evaluate_round 12 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:58:06,463 | server.py:215 | fit_round 13: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:58:11,535 | server.py:229 | fit_round 13 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:58:11,536 | server.py:165 | evaluate_round 13: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:58:17,701 | server.py:179 | evaluate_round 13 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:58:17,702 | server.py:215 | fit_round 14: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:58:22,775 | server.py:229 | fit_round 14 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:58:22,776 | server.py:165 | evaluate_round 14: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:58:28,875 | server.py:179 | evaluate_round 14 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:58:28,875 | server.py:215 | fit_round 15: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:58:33,983 | server.py:229 | fit_round 15 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:58:33,984 | server.py:165 | evaluate_round 15: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:58:40,101 | server.py:179 | evaluate_round 15 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:58:40,101 | server.py:215 | fit_round 16: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:58:45,186 | server.py:229 | fit_round 16 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:58:45,188 | server.py:165 | evaluate_round 16: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:58:51,374 | server.py:179 | evaluate_round 16 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:58:51,374 | server.py:215 | fit_round 17: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:58:56,438 | server.py:229 | fit_round 17 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:58:56,439 | server.py:165 | evaluate_round 17: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:59:02,576 | server.py:179 | evaluate_round 17 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:59:02,576 | server.py:215 | fit_round 18: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:59:07,670 | server.py:229 | fit_round 18 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:59:07,671 | server.py:165 | evaluate_round 18: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:59:13,799 | server.py:179 | evaluate_round 18 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:59:13,799 | server.py:215 | fit_round 19: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:59:18,891 | server.py:229 | fit_round 19 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:59:18,892 | server.py:165 | evaluate_round 19: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:59:25,078 | server.py:179 | evaluate_round 19 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:59:25,078 | server.py:215 | fit_round 20: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:59:30,190 | server.py:229 | fit_round 20 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:59:30,191 | server.py:165 | evaluate_round 20: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:59:36,370 | server.py:179 | evaluate_round 20 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:59:36,370 | server.py:215 | fit_round 21: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:59:41,459 | server.py:229 | fit_round 21 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:59:41,460 | server.py:165 | evaluate_round 21: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:59:47,605 | server.py:179 | evaluate_round 21 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:59:47,605 | server.py:215 | fit_round 22: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:59:52,704 | server.py:229 | fit_round 22 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:59:52,706 | server.py:165 | evaluate_round 22: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 15:59:58,792 | server.py:179 | evaluate_round 22 received 1 results and 0 failures
DEBUG flwr 2023-04-09 15:59:58,792 | server.py:215 | fit_round 23: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:00:03,867 | server.py:229 | fit_round 23 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:00:03,868 | server.py:165 | evaluate_round 23: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:00:09,964 | server.py:179 | evaluate_round 23 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:00:09,964 | server.py:215 | fit_round 24: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:00:15,047 | server.py:229 | fit_round 24 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:00:15,048 | server.py:165 | evaluate_round 24: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:00:21,206 | server.py:179 | evaluate_round 24 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:00:21,206 | server.py:215 | fit_round 25: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:00:26,285 | server.py:229 | fit_round 25 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:00:26,286 | server.py:165 | evaluate_round 25: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:00:32,365 | server.py:179 | evaluate_round 25 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:00:32,365 | server.py:215 | fit_round 26: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:00:37,424 | server.py:229 | fit_round 26 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:00:37,425 | server.py:165 | evaluate_round 26: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:00:43,574 | server.py:179 | evaluate_round 26 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:00:43,574 | server.py:215 | fit_round 27: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:00:48,666 | server.py:229 | fit_round 27 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:00:48,667 | server.py:165 | evaluate_round 27: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:00:54,793 | server.py:179 | evaluate_round 27 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:00:54,793 | server.py:215 | fit_round 28: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:00:59,889 | server.py:229 | fit_round 28 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:00:59,890 | server.py:165 | evaluate_round 28: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:01:06,051 | server.py:179 | evaluate_round 28 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:01:06,051 | server.py:215 | fit_round 29: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:01:11,164 | server.py:229 | fit_round 29 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:01:11,165 | server.py:165 | evaluate_round 29: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:01:17,270 | server.py:179 | evaluate_round 29 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:01:17,270 | server.py:215 | fit_round 30: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:01:22,367 | server.py:229 | fit_round 30 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:01:22,368 | server.py:165 | evaluate_round 30: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:01:28,500 | server.py:179 | evaluate_round 30 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:01:28,500 | server.py:215 | fit_round 31: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:01:33,594 | server.py:229 | fit_round 31 received 1 results and 0 failures
DEBUG flwr 2023-04-09 16:01:33,595 | server.py:165 | evaluate_round 31: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 16:01:39,725 | server.py:179 | evaluate_round 31 received 1 results and 0 failures
evaluate_round 1 received 1 results and 0 timeouts
time: 15.115151375
losses_distributed: [[0.6901917457580566]]
metrics_distributed: [[0.10103367789263087]]
evaluate_round 2 received 1 results and 0 timeouts
time: 26.279675875
losses_distributed: [[0.6901917457580566], [0.6885110139846802]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122]]
evaluate_round 3 received 1 results and 0 timeouts
time: 37.496969875
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642]]
evaluate_round 4 received 1 results and 0 timeouts
time: 48.74167925
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917]]
evaluate_round 5 received 1 results and 0 timeouts
time: 59.967651916
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985]]
evaluate_round 6 received 1 results and 0 timeouts
time: 71.234412791
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506]]
evaluate_round 7 received 1 results and 0 timeouts
time: 82.410602916
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722]]
evaluate_round 8 received 1 results and 0 timeouts
time: 93.599048
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936]]
evaluate_round 9 received 1 results and 0 timeouts
time: 104.816963166
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883]]
evaluate_round 10 received 1 results and 0 timeouts
time: 116.048552791
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637]]
evaluate_round 11 received 1 results and 0 timeouts
time: 127.308809208
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812], [0.4571179747581482]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637], [0.44214738246082025]]
evaluate_round 12 received 1 results and 0 timeouts
time: 138.538191083
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812], [0.4571179747581482], [0.4521217346191406]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637], [0.44214738246082025], [0.4494831610536846]]
evaluate_round 13 received 1 results and 0 timeouts
time: 149.776896333
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812], [0.4571179747581482], [0.4521217346191406], [0.44054603576660156]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637], [0.44214738246082025], [0.4494831610536846], [0.4674891630543514]]
evaluate_round 14 received 1 results and 0 timeouts
time: 160.94999525
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812], [0.4571179747581482], [0.4521217346191406], [0.44054603576660156], [0.43152475357055664]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637], [0.44214738246082025], [0.4494831610536846], [0.4674891630543514], [0.4794931643881294]]
evaluate_round 15 received 1 results and 0 timeouts
time: 172.17656325
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812], [0.4571179747581482], [0.4521217346191406], [0.44054603576660156], [0.43152475357055664], [0.43018150329589844]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637], [0.44214738246082025], [0.4494831610536846], [0.4674891630543514], [0.4794931643881294], [0.4704901633877959]]
evaluate_round 16 received 1 results and 0 timeouts
time: 183.449301958
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812], [0.4571179747581482], [0.4521217346191406], [0.44054603576660156], [0.43152475357055664], [0.43018150329589844], [0.4215399920940399]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637], [0.44214738246082025], [0.4494831610536846], [0.4674891630543514], [0.4794931643881294], [0.4704901633877959], [0.4931643881293765]]
evaluate_round 17 received 1 results and 0 timeouts
time: 194.65150775
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812], [0.4571179747581482], [0.4521217346191406], [0.44054603576660156], [0.43152475357055664], [0.43018150329589844], [0.4215399920940399], [0.41727468371391296]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637], [0.44214738246082025], [0.4494831610536846], [0.4674891630543514], [0.4794931643881294], [0.4704901633877959], [0.4931643881293765], [0.4984994998332777]]
evaluate_round 18 received 1 results and 0 timeouts
time: 205.874098041
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812], [0.4571179747581482], [0.4521217346191406], [0.44054603576660156], [0.43152475357055664], [0.43018150329589844], [0.4215399920940399], [0.41727468371391296], [0.40994176268577576]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637], [0.44214738246082025], [0.4494831610536846], [0.4674891630543514], [0.4794931643881294], [0.4704901633877959], [0.4931643881293765], [0.4984994998332777], [0.5088362787595865]]
evaluate_round 19 received 1 results and 0 timeouts
time: 217.152978875
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812], [0.4571179747581482], [0.4521217346191406], [0.44054603576660156], [0.43152475357055664], [0.43018150329589844], [0.4215399920940399], [0.41727468371391296], [0.40994176268577576], [0.4035756587982178]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637], [0.44214738246082025], [0.4494831610536846], [0.4674891630543514], [0.4794931643881294], [0.4704901633877959], [0.4931643881293765], [0.4984994998332777], [0.5088362787595865], [0.5165055018339446]]
evaluate_round 20 received 1 results and 0 timeouts
time: 228.445107458
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812], [0.4571179747581482], [0.4521217346191406], [0.44054603576660156], [0.43152475357055664], [0.43018150329589844], [0.4215399920940399], [0.41727468371391296], [0.40994176268577576], [0.4035756587982178], [0.39812320470809937]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637], [0.44214738246082025], [0.4494831610536846], [0.4674891630543514], [0.4794931643881294], [0.4704901633877959], [0.4931643881293765], [0.4984994998332777], [0.5088362787595865], [0.5165055018339446], [0.5225075025008337]]
evaluate_round 21 received 1 results and 0 timeouts
time: 239.679870083
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812], [0.4571179747581482], [0.4521217346191406], [0.44054603576660156], [0.43152475357055664], [0.43018150329589844], [0.4215399920940399], [0.41727468371391296], [0.40994176268577576], [0.4035756587982178], [0.39812320470809937], [0.3949522376060486]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637], [0.44214738246082025], [0.4494831610536846], [0.4674891630543514], [0.4794931643881294], [0.4704901633877959], [0.4931643881293765], [0.4984994998332777], [0.5088362787595865], [0.5165055018339446], [0.5225075025008337], [0.5231743914638213]]
evaluate_round 22 received 1 results and 0 timeouts
time: 250.866898041
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812], [0.4571179747581482], [0.4521217346191406], [0.44054603576660156], [0.43152475357055664], [0.43018150329589844], [0.4215399920940399], [0.41727468371391296], [0.40994176268577576], [0.4035756587982178], [0.39812320470809937], [0.3949522376060486], [0.3979249894618988]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637], [0.44214738246082025], [0.4494831610536846], [0.4674891630543514], [0.4794931643881294], [0.4704901633877959], [0.4931643881293765], [0.4984994998332777], [0.5088362787595865], [0.5165055018339446], [0.5225075025008337], [0.5231743914638213], [0.5208402800933645]]
evaluate_round 23 received 1 results and 0 timeouts
time: 262.039249333
losses_distributed: [[0.6901917457580566], [0.6885110139846802], [0.6775721907615662], [0.6153836846351624], [0.583355188369751], [0.5619310140609741], [0.5309175252914429], [0.5058662295341492], [0.4868829846382141], [0.4729710519313812], [0.4571179747581482], [0.4521217346191406], [0.44054603576660156], [0.43152475357055664], [0.43018150329589844], [0.4215399920940399], [0.41727468371391296], [0.40994176268577576], [0.4035756587982178], [0.39812320470809937], [0.3949522376060486], [0.3979249894618988], [0.3909939229488373]]
metrics_distributed: [[0.10103367789263087], [0.12804268089363122], [0.20073357785928642], [0.274758252750917], [0.29676558852950985], [0.31810603534511506], [0.3474491497165722], [0.3841280426808936], [0.40546848949649883], [0.42614204734911637], [0.44214738246082025], [0.4494831610536846], [0.4674891630543514], [0.4794931643881294], [0.4704901633877959], [0.4931643881293765], [0.4984994998332777], [0.5088362787595865], [0.5165055018339446], [0.5225075025008337], [0.5231743914638213], [0.5208402800933645], [0.5271757252417473]]
evaluate_round 24 received 1 results and 0 timeouts
time: 273.280713958
