INFO flower 2023-10-04 22:30:07,401 | app.py:131 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=1000)
DEBUG flower 2023-10-05 02:32:56,632 | server.py:179 | evaluate_round 17 received 35 results and 0 failures
DEBUG flower 2023-10-05 02:32:56,632 | server.py:215 | fit_round 18: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 02:36:39,982 | server.py:229 | fit_round 18 received 35 results and 0 failures
DEBUG flower 2023-10-05 02:36:40,059 | server.py:165 | evaluate_round 18: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 02:44:15,354 | server.py:179 | evaluate_round 18 received 35 results and 0 failures
DEBUG flower 2023-10-05 02:44:15,355 | server.py:215 | fit_round 19: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 02:46:06,734 | server.py:229 | fit_round 19 received 35 results and 0 failures
DEBUG flower 2023-10-05 02:46:06,775 | server.py:165 | evaluate_round 19: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 02:50:01,325 | server.py:179 | evaluate_round 19 received 35 results and 0 failures
DEBUG flower 2023-10-05 02:50:01,326 | server.py:215 | fit_round 20: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 02:51:56,228 | server.py:229 | fit_round 20 received 35 results and 0 failures
DEBUG flower 2023-10-05 02:51:56,272 | server.py:165 | evaluate_round 20: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 02:55:52,648 | server.py:179 | evaluate_round 20 received 35 results and 0 failures
DEBUG flower 2023-10-05 02:55:52,649 | server.py:215 | fit_round 21: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 02:57:46,600 | server.py:229 | fit_round 21 received 35 results and 0 failures
DEBUG flower 2023-10-05 02:57:46,646 | server.py:165 | evaluate_round 21: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:01:04,357 | server.py:179 | evaluate_round 21 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:01:04,357 | server.py:215 | fit_round 22: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:02:58,587 | server.py:229 | fit_round 22 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:02:58,646 | server.py:165 | evaluate_round 22: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:06:56,075 | server.py:179 | evaluate_round 22 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:06:56,075 | server.py:215 | fit_round 23: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:08:48,779 | server.py:229 | fit_round 23 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:08:48,840 | server.py:165 | evaluate_round 23: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:12:46,318 | server.py:179 | evaluate_round 23 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:12:46,318 | server.py:215 | fit_round 24: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:14:45,275 | server.py:229 | fit_round 24 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:14:45,321 | server.py:165 | evaluate_round 24: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:18:29,426 | server.py:179 | evaluate_round 24 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:18:29,426 | server.py:215 | fit_round 25: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:21:04,161 | server.py:229 | fit_round 25 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:21:04,254 | server.py:165 | evaluate_round 25: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:25:38,596 | server.py:179 | evaluate_round 25 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:25:38,597 | server.py:215 | fit_round 26: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:27:44,861 | server.py:229 | fit_round 26 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:27:44,951 | server.py:165 | evaluate_round 26: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:32:24,004 | server.py:179 | evaluate_round 26 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:32:24,005 | server.py:215 | fit_round 27: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:34:30,071 | server.py:229 | fit_round 27 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:34:30,117 | server.py:165 | evaluate_round 27: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:38:18,128 | server.py:179 | evaluate_round 27 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:38:18,128 | server.py:215 | fit_round 28: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:40:25,754 | server.py:229 | fit_round 28 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:40:25,810 | server.py:165 | evaluate_round 28: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:49:20,571 | server.py:179 | evaluate_round 28 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:49:20,571 | server.py:215 | fit_round 29: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:53:43,192 | server.py:229 | fit_round 29 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:53:43,235 | server.py:165 | evaluate_round 29: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:57:13,197 | server.py:179 | evaluate_round 29 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:57:13,197 | server.py:215 | fit_round 30: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 03:58:05,278 | server.py:229 | fit_round 30 received 35 results and 0 failures
DEBUG flower 2023-10-05 03:58:05,319 | server.py:165 | evaluate_round 30: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:00:28,858 | server.py:179 | evaluate_round 30 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:00:28,859 | server.py:215 | fit_round 31: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:01:20,443 | server.py:229 | fit_round 31 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:01:20,482 | server.py:165 | evaluate_round 31: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:04:13,448 | server.py:179 | evaluate_round 31 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:04:13,448 | server.py:215 | fit_round 32: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:05:05,711 | server.py:229 | fit_round 32 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:05:05,751 | server.py:165 | evaluate_round 32: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:07:58,775 | server.py:179 | evaluate_round 32 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:07:58,775 | server.py:215 | fit_round 33: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:08:49,461 | server.py:229 | fit_round 33 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:08:49,500 | server.py:165 | evaluate_round 33: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:11:14,077 | server.py:179 | evaluate_round 33 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:11:14,078 | server.py:215 | fit_round 34: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:12:05,156 | server.py:229 | fit_round 34 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:12:05,203 | server.py:165 | evaluate_round 34: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:14:59,508 | server.py:179 | evaluate_round 34 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:14:59,508 | server.py:215 | fit_round 35: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:15:49,497 | server.py:229 | fit_round 35 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:15:49,536 | server.py:165 | evaluate_round 35: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:18:47,892 | server.py:179 | evaluate_round 35 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:18:47,892 | server.py:215 | fit_round 36: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:19:38,893 | server.py:229 | fit_round 36 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:19:38,930 | server.py:165 | evaluate_round 36: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:22:13,107 | server.py:179 | evaluate_round 36 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:22:13,107 | server.py:215 | fit_round 37: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:23:05,786 | server.py:229 | fit_round 37 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:23:05,827 | server.py:165 | evaluate_round 37: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:26:03,470 | server.py:179 | evaluate_round 37 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:26:03,470 | server.py:215 | fit_round 38: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:26:57,315 | server.py:229 | fit_round 38 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:26:57,362 | server.py:165 | evaluate_round 38: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:29:55,507 | server.py:179 | evaluate_round 38 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:29:55,508 | server.py:215 | fit_round 39: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:30:46,982 | server.py:229 | fit_round 39 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:30:47,021 | server.py:165 | evaluate_round 39: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:33:19,182 | server.py:179 | evaluate_round 39 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:33:19,182 | server.py:215 | fit_round 40: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:34:13,091 | server.py:229 | fit_round 40 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:34:13,131 | server.py:165 | evaluate_round 40: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:37:08,481 | server.py:179 | evaluate_round 40 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:37:08,482 | server.py:215 | fit_round 41: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:38:00,060 | server.py:229 | fit_round 41 received 35 results and 0 failures
DEBUG flower 2023-10-05 04:38:00,099 | server.py:165 | evaluate_round 41: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-05 04:40:57,154 | server.py:179 | evaluate_round 41 received 35 results and 0 failures
evaluate_round 1 received 0 results and 25 timeouts
time: 162.409901708
losses_distributed: [[]]
metrics_distributed: [[]]
precision_distributed: [[]]
recall_distributed: [[]]
fscore_distributed: [[]]
evaluate_round 2 received 0 results and 35 timeouts
time: 420.342427666
losses_distributed: [[], []]
metrics_distributed: [[], []]
precision_distributed: [[], []]
recall_distributed: [[], []]
fscore_distributed: [[], []]
evaluate_round 3 received 0 results and 35 timeouts
time: 1121.89382125
losses_distributed: [[], [], []]
metrics_distributed: [[], [], []]
precision_distributed: [[], [], []]
recall_distributed: [[], [], []]
fscore_distributed: [[], [], []]
evaluate_round 4 received 0 results and 35 timeouts
time: 2559.41810175
losses_distributed: [[], [], [], []]
metrics_distributed: [[], [], [], []]
precision_distributed: [[], [], [], []]
recall_distributed: [[], [], [], []]
fscore_distributed: [[], [], [], []]
evaluate_round 5 received 0 results and 35 timeouts
time: 3561.774075833
losses_distributed: [[], [], [], [], []]
metrics_distributed: [[], [], [], [], []]
precision_distributed: [[], [], [], [], []]
recall_distributed: [[], [], [], [], []]
fscore_distributed: [[], [], [], [], []]
evaluate_round 6 received 0 results and 35 timeouts
time: 4298.381324541
losses_distributed: [[], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], []]
evaluate_round 7 received 0 results and 35 timeouts
time: 5201.565113166
losses_distributed: [[], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], []]
evaluate_round 8 received 0 results and 35 timeouts
time: 6106.416959041
losses_distributed: [[], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], []]
evaluate_round 9 received 0 results and 35 timeouts
time: 6967.627226166
losses_distributed: [[], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], []]
evaluate_round 10 received 0 results and 35 timeouts
time: 7947.483973
losses_distributed: [[], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], []]
evaluate_round 11 received 0 results and 35 timeouts
time: 8944.666647875
losses_distributed: [[], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], []]
evaluate_round 12 received 0 results and 35 timeouts
time: 9785.725184708
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 13 received 0 results and 35 timeouts
time: 10169.7849105
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 14 received 0 results and 35 timeouts
time: 11616.715158208
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 15 received 0 results and 35 timeouts
time: 12865.62207825
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 16 received 0 results and 35 timeouts
time: 13724.657530833
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 17 received 0 results and 35 timeouts
time: 14570.980048375
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 18 received 0 results and 35 timeouts
time: 15249.700060083
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 19 received 0 results and 35 timeouts
time: 15595.669518916
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 20 received 0 results and 35 timeouts
time: 15946.991241625
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 21 received 0 results and 35 timeouts
time: 16258.698379
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 22 received 0 results and 35 timeouts
time: 16610.415006875
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 23 received 0 results and 35 timeouts
time: 16960.656850458
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 24 received 0 results and 35 timeouts
time: 17303.763068708
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
