INFO flwr 2023-04-09 01:15:48,031 | app.py:139 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=6000)
DEBUG flwr 2023-04-09 01:17:35,683 | server.py:179 | evaluate_round 6 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:17:35,683 | server.py:215 | fit_round 7: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:17:40,697 | server.py:229 | fit_round 7 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:17:40,698 | server.py:165 | evaluate_round 7: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:17:53,062 | server.py:179 | evaluate_round 7 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:17:53,062 | server.py:215 | fit_round 8: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:17:58,058 | server.py:229 | fit_round 8 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:17:58,059 | server.py:165 | evaluate_round 8: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:18:10,300 | server.py:179 | evaluate_round 8 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:18:10,300 | server.py:215 | fit_round 9: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:18:15,335 | server.py:229 | fit_round 9 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:18:15,337 | server.py:165 | evaluate_round 9: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:18:27,619 | server.py:179 | evaluate_round 9 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:18:27,619 | server.py:215 | fit_round 10: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:18:32,624 | server.py:229 | fit_round 10 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:18:32,625 | server.py:165 | evaluate_round 10: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:18:44,919 | server.py:179 | evaluate_round 10 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:18:44,919 | server.py:215 | fit_round 11: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:18:49,956 | server.py:229 | fit_round 11 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:18:49,958 | server.py:165 | evaluate_round 11: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:19:02,274 | server.py:179 | evaluate_round 11 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:19:02,274 | server.py:215 | fit_round 12: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:19:07,331 | server.py:229 | fit_round 12 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:19:07,332 | server.py:165 | evaluate_round 12: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:19:19,766 | server.py:179 | evaluate_round 12 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:19:19,766 | server.py:215 | fit_round 13: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:19:24,810 | server.py:229 | fit_round 13 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:19:24,811 | server.py:165 | evaluate_round 13: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:19:37,066 | server.py:179 | evaluate_round 13 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:19:37,067 | server.py:215 | fit_round 14: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:19:42,119 | server.py:229 | fit_round 14 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:19:42,121 | server.py:165 | evaluate_round 14: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:19:54,421 | server.py:179 | evaluate_round 14 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:19:54,421 | server.py:215 | fit_round 15: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:19:59,470 | server.py:229 | fit_round 15 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:19:59,471 | server.py:165 | evaluate_round 15: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:20:11,686 | server.py:179 | evaluate_round 15 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:20:11,686 | server.py:215 | fit_round 16: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:20:16,731 | server.py:229 | fit_round 16 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:20:16,733 | server.py:165 | evaluate_round 16: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:20:28,992 | server.py:179 | evaluate_round 16 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:20:28,992 | server.py:215 | fit_round 17: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:20:34,049 | server.py:229 | fit_round 17 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:20:34,050 | server.py:165 | evaluate_round 17: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:20:46,315 | server.py:179 | evaluate_round 17 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:20:46,315 | server.py:215 | fit_round 18: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:20:51,378 | server.py:229 | fit_round 18 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:20:51,379 | server.py:165 | evaluate_round 18: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:21:03,575 | server.py:179 | evaluate_round 18 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:21:03,575 | server.py:215 | fit_round 19: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:21:08,646 | server.py:229 | fit_round 19 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:21:08,647 | server.py:165 | evaluate_round 19: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:21:20,967 | server.py:179 | evaluate_round 19 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:21:20,967 | server.py:215 | fit_round 20: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:21:26,021 | server.py:229 | fit_round 20 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:21:26,023 | server.py:165 | evaluate_round 20: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:21:38,289 | server.py:179 | evaluate_round 20 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:21:38,289 | server.py:215 | fit_round 21: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:21:43,323 | server.py:229 | fit_round 21 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:21:43,324 | server.py:165 | evaluate_round 21: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:21:55,525 | server.py:179 | evaluate_round 21 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:21:55,525 | server.py:215 | fit_round 22: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:22:00,544 | server.py:229 | fit_round 22 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:22:00,545 | server.py:165 | evaluate_round 22: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:22:12,820 | server.py:179 | evaluate_round 22 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:22:12,820 | server.py:215 | fit_round 23: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:22:17,873 | server.py:229 | fit_round 23 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:22:17,874 | server.py:165 | evaluate_round 23: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:22:30,142 | server.py:179 | evaluate_round 23 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:22:30,142 | server.py:215 | fit_round 24: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:22:35,190 | server.py:229 | fit_round 24 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:22:35,191 | server.py:165 | evaluate_round 24: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:22:47,377 | server.py:179 | evaluate_round 24 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:22:47,377 | server.py:215 | fit_round 25: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:22:52,430 | server.py:229 | fit_round 25 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:22:52,432 | server.py:165 | evaluate_round 25: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:23:04,735 | server.py:179 | evaluate_round 25 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:23:04,735 | server.py:215 | fit_round 26: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:23:09,812 | server.py:229 | fit_round 26 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:23:09,814 | server.py:165 | evaluate_round 26: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:23:21,996 | server.py:179 | evaluate_round 26 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:23:21,996 | server.py:215 | fit_round 27: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:23:27,058 | server.py:229 | fit_round 27 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:23:27,059 | server.py:165 | evaluate_round 27: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:23:39,394 | server.py:179 | evaluate_round 27 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:23:39,394 | server.py:215 | fit_round 28: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:23:44,414 | server.py:229 | fit_round 28 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:23:44,416 | server.py:165 | evaluate_round 28: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:23:56,719 | server.py:179 | evaluate_round 28 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:23:56,719 | server.py:215 | fit_round 29: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:24:01,773 | server.py:229 | fit_round 29 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:24:01,774 | server.py:165 | evaluate_round 29: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:24:13,975 | server.py:179 | evaluate_round 29 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:24:13,975 | server.py:215 | fit_round 30: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:24:19,046 | server.py:229 | fit_round 30 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:24:19,047 | server.py:165 | evaluate_round 30: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:24:31,291 | server.py:179 | evaluate_round 30 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:24:31,291 | server.py:215 | fit_round 31: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:24:36,348 | server.py:229 | fit_round 31 received 1 results and 0 failures
DEBUG flwr 2023-04-09 01:24:36,350 | server.py:165 | evaluate_round 31: strategy sampled 1 clients (out of 1)
DEBUG flwr 2023-04-09 01:24:48,565 | server.py:179 | evaluate_round 31 received 1 results and 0 failures
evaluate_round 1 received 1 results and 0 timeouts
time: 22.617477
losses_distributed: [[1.3793777227401733]]
metrics_distributed: [[0.11085180863477247]]
evaluate_round 2 received 1 results and 0 timeouts
time: 39.956978583
losses_distributed: [[1.3793777227401733], [1.3622785806655884]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836]]
evaluate_round 3 received 1 results and 0 timeouts
time: 57.23937
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995]]
evaluate_round 4 received 1 results and 0 timeouts
time: 74.449464375
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632]]
evaluate_round 5 received 1 results and 0 timeouts
time: 91.853162
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434]]
evaluate_round 6 received 1 results and 0 timeouts
time: 109.117177875
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537]]
evaluate_round 7 received 1 results and 0 timeouts
time: 126.495971916
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836]]
evaluate_round 8 received 1 results and 0 timeouts
time: 143.734464
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196]]
evaluate_round 9 received 1 results and 0 timeouts
time: 161.053304666
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606]]
evaluate_round 10 received 1 results and 0 timeouts
time: 178.352713958
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617]]
evaluate_round 11 received 1 results and 0 timeouts
time: 195.707611583
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095], [0.9181551933288574]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617], [0.430238373062177]]
evaluate_round 12 received 1 results and 0 timeouts
time: 213.202590625
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095], [0.9181551933288574], [0.896704912185669]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617], [0.430238373062177], [0.44690781796966156]]
evaluate_round 13 received 1 results and 0 timeouts
time: 230.505662125
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095], [0.9181551933288574], [0.896704912185669], [0.8683968186378479]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617], [0.430238373062177], [0.44690781796966156], [0.46624437406234376]]
evaluate_round 14 received 1 results and 0 timeouts
time: 247.861043875
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095], [0.9181551933288574], [0.896704912185669], [0.8683968186378479], [0.8600687384605408]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617], [0.430238373062177], [0.44690781796966156], [0.46624437406234376], [0.47541256876146026]]
evaluate_round 15 received 1 results and 0 timeouts
time: 265.126507875
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095], [0.9181551933288574], [0.896704912185669], [0.8683968186378479], [0.8600687384605408], [0.8527935743331909]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617], [0.430238373062177], [0.44690781796966156], [0.46624437406234376], [0.47541256876146026], [0.4830805134189031]]
evaluate_round 16 received 1 results and 0 timeouts
time: 282.432437166
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095], [0.9181551933288574], [0.896704912185669], [0.8683968186378479], [0.8600687384605408], [0.8527935743331909], [0.8281693458557129]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617], [0.430238373062177], [0.44690781796966156], [0.46624437406234376], [0.47541256876146026], [0.4830805134189031], [0.5005834305717619]]
evaluate_round 17 received 1 results and 0 timeouts
time: 299.755411875
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095], [0.9181551933288574], [0.896704912185669], [0.8683968186378479], [0.8600687384605408], [0.8527935743331909], [0.8281693458557129], [0.8076334595680237]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617], [0.430238373062177], [0.44690781796966156], [0.46624437406234376], [0.47541256876146026], [0.4830805134189031], [0.5005834305717619], [0.509084847474579]]
evaluate_round 18 received 1 results and 0 timeouts
time: 317.015347208
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095], [0.9181551933288574], [0.896704912185669], [0.8683968186378479], [0.8600687384605408], [0.8527935743331909], [0.8281693458557129], [0.8076334595680237], [0.8215082287788391]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617], [0.430238373062177], [0.44690781796966156], [0.46624437406234376], [0.47541256876146026], [0.4830805134189031], [0.5005834305717619], [0.509084847474579], [0.5115852642107018]]
evaluate_round 19 received 1 results and 0 timeouts
time: 334.406702041
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095], [0.9181551933288574], [0.896704912185669], [0.8683968186378479], [0.8600687384605408], [0.8527935743331909], [0.8281693458557129], [0.8076334595680237], [0.8215082287788391], [0.8014458417892456]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617], [0.430238373062177], [0.44690781796966156], [0.46624437406234376], [0.47541256876146026], [0.4830805134189031], [0.5005834305717619], [0.509084847474579], [0.5115852642107018], [0.5249208201366895]]
evaluate_round 20 received 1 results and 0 timeouts
time: 351.729422541
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095], [0.9181551933288574], [0.896704912185669], [0.8683968186378479], [0.8600687384605408], [0.8527935743331909], [0.8281693458557129], [0.8076334595680237], [0.8215082287788391], [0.8014458417892456], [0.7712148427963257]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617], [0.430238373062177], [0.44690781796966156], [0.46624437406234376], [0.47541256876146026], [0.4830805134189031], [0.5005834305717619], [0.509084847474579], [0.5115852642107018], [0.5249208201366895], [0.5379229871645275]]
evaluate_round 21 received 1 results and 0 timeouts
time: 368.964871958
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095], [0.9181551933288574], [0.896704912185669], [0.8683968186378479], [0.8600687384605408], [0.8527935743331909], [0.8281693458557129], [0.8076334595680237], [0.8215082287788391], [0.8014458417892456], [0.7712148427963257], [0.7742774486541748]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617], [0.430238373062177], [0.44690781796966156], [0.46624437406234376], [0.47541256876146026], [0.4830805134189031], [0.5005834305717619], [0.509084847474579], [0.5115852642107018], [0.5249208201366895], [0.5379229871645275], [0.5364227371228538]]
evaluate_round 22 received 1 results and 0 timeouts
time: 386.259804583
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095], [0.9181551933288574], [0.896704912185669], [0.8683968186378479], [0.8600687384605408], [0.8527935743331909], [0.8281693458557129], [0.8076334595680237], [0.8215082287788391], [0.8014458417892456], [0.7712148427963257], [0.7742774486541748], [0.7683553099632263]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617], [0.430238373062177], [0.44690781796966156], [0.46624437406234376], [0.47541256876146026], [0.4830805134189031], [0.5005834305717619], [0.509084847474579], [0.5115852642107018], [0.5249208201366895], [0.5379229871645275], [0.5364227371228538], [0.5352558759793299]]
evaluate_round 23 received 1 results and 0 timeouts
time: 403.582115833
losses_distributed: [[1.3793777227401733], [1.3622785806655884], [1.3041772842407227], [1.2388966083526611], [1.1933698654174805], [1.1428273916244507], [1.0816912651062012], [1.0249485969543457], [0.9815245866775513], [0.9452661871910095], [0.9181551933288574], [0.896704912185669], [0.8683968186378479], [0.8600687384605408], [0.8527935743331909], [0.8281693458557129], [0.8076334595680237], [0.8215082287788391], [0.8014458417892456], [0.7712148427963257], [0.7742774486541748], [0.7683553099632263], [0.7538174390792847]]
metrics_distributed: [[0.11085180863477247], [0.15852642107017836], [0.22703783963993995], [0.24720786797799632], [0.2773795632605434], [0.30771795299216537], [0.3420570095015836], [0.3842307051175196], [0.3938989831638606], [0.40956826137689617], [0.430238373062177], [0.44690781796966156], [0.46624437406234376], [0.47541256876146026], [0.4830805134189031], [0.5005834305717619], [0.509084847474579], [0.5115852642107018], [0.5249208201366895], [0.5379229871645275], [0.5364227371228538], [0.5352558759793299], [0.5464244040673446]]
evaluate_round 24 received 1 results and 0 timeouts
time: 420.816806791
