INFO flower 2023-10-14 12:10:01,580 | app.py:131 | Starting Flower server, config: ServerConfig(num_rounds=100, round_timeout=4000)
DEBUG flower 2023-10-14 14:42:45,497 | server.py:215 | fit_round 16: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 14:43:42,658 | server.py:229 | fit_round 16 received 35 results and 0 failures
DEBUG flower 2023-10-14 14:43:42,703 | server.py:165 | evaluate_round 16: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 14:53:13,369 | server.py:179 | evaluate_round 16 received 35 results and 0 failures
DEBUG flower 2023-10-14 14:53:13,370 | server.py:215 | fit_round 17: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 14:54:08,485 | server.py:229 | fit_round 17 received 35 results and 0 failures
DEBUG flower 2023-10-14 14:54:08,531 | server.py:165 | evaluate_round 17: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:03:32,410 | server.py:179 | evaluate_round 17 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:03:32,411 | server.py:215 | fit_round 18: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:04:31,224 | server.py:229 | fit_round 18 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:04:31,273 | server.py:165 | evaluate_round 18: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:13:38,012 | server.py:179 | evaluate_round 18 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:13:38,013 | server.py:215 | fit_round 19: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:14:26,511 | server.py:229 | fit_round 19 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:14:26,551 | server.py:165 | evaluate_round 19: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:22:30,097 | server.py:179 | evaluate_round 19 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:22:30,097 | server.py:215 | fit_round 20: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:23:20,636 | server.py:229 | fit_round 20 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:23:20,675 | server.py:165 | evaluate_round 20: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:31:27,987 | server.py:179 | evaluate_round 20 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:31:27,987 | server.py:215 | fit_round 21: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:32:16,652 | server.py:229 | fit_round 21 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:32:16,691 | server.py:165 | evaluate_round 21: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:40:18,156 | server.py:179 | evaluate_round 21 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:40:18,158 | server.py:215 | fit_round 22: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:41:06,880 | server.py:229 | fit_round 22 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:41:06,920 | server.py:165 | evaluate_round 22: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:49:04,635 | server.py:179 | evaluate_round 22 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:49:04,635 | server.py:215 | fit_round 23: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:49:54,444 | server.py:229 | fit_round 23 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:49:54,484 | server.py:165 | evaluate_round 23: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:57:55,675 | server.py:179 | evaluate_round 23 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:57:55,675 | server.py:215 | fit_round 24: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 15:58:46,276 | server.py:229 | fit_round 24 received 35 results and 0 failures
DEBUG flower 2023-10-14 15:58:46,314 | server.py:165 | evaluate_round 24: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 16:10:56,672 | server.py:179 | evaluate_round 24 received 35 results and 0 failures
DEBUG flower 2023-10-14 16:10:56,672 | server.py:215 | fit_round 25: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 16:12:07,936 | server.py:229 | fit_round 25 received 35 results and 0 failures
DEBUG flower 2023-10-14 16:12:07,980 | server.py:165 | evaluate_round 25: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 16:21:44,656 | server.py:179 | evaluate_round 25 received 35 results and 0 failures
DEBUG flower 2023-10-14 16:21:44,656 | server.py:215 | fit_round 26: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 16:22:44,028 | server.py:229 | fit_round 26 received 35 results and 0 failures
DEBUG flower 2023-10-14 16:22:44,083 | server.py:165 | evaluate_round 26: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 16:32:18,383 | server.py:179 | evaluate_round 26 received 35 results and 0 failures
DEBUG flower 2023-10-14 16:32:18,384 | server.py:215 | fit_round 27: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 16:33:18,099 | server.py:229 | fit_round 27 received 35 results and 0 failures
DEBUG flower 2023-10-14 16:33:18,142 | server.py:165 | evaluate_round 27: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 16:42:56,432 | server.py:179 | evaluate_round 27 received 35 results and 0 failures
DEBUG flower 2023-10-14 16:42:56,432 | server.py:215 | fit_round 28: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 16:43:54,707 | server.py:229 | fit_round 28 received 35 results and 0 failures
DEBUG flower 2023-10-14 16:43:54,748 | server.py:165 | evaluate_round 28: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 16:53:28,933 | server.py:179 | evaluate_round 28 received 35 results and 0 failures
DEBUG flower 2023-10-14 16:53:28,934 | server.py:215 | fit_round 29: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 16:54:27,036 | server.py:229 | fit_round 29 received 35 results and 0 failures
DEBUG flower 2023-10-14 16:54:27,084 | server.py:165 | evaluate_round 29: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 17:04:01,755 | server.py:179 | evaluate_round 29 received 35 results and 0 failures
DEBUG flower 2023-10-14 17:04:01,756 | server.py:215 | fit_round 30: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 17:05:00,799 | server.py:229 | fit_round 30 received 35 results and 0 failures
DEBUG flower 2023-10-14 17:05:00,840 | server.py:165 | evaluate_round 30: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 17:14:33,976 | server.py:179 | evaluate_round 30 received 35 results and 0 failures
DEBUG flower 2023-10-14 17:14:33,977 | server.py:215 | fit_round 31: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 17:15:32,672 | server.py:229 | fit_round 31 received 35 results and 0 failures
DEBUG flower 2023-10-14 17:15:32,715 | server.py:165 | evaluate_round 31: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 17:25:01,123 | server.py:179 | evaluate_round 31 received 35 results and 0 failures
DEBUG flower 2023-10-14 17:25:01,123 | server.py:215 | fit_round 32: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 17:25:59,223 | server.py:229 | fit_round 32 received 35 results and 0 failures
DEBUG flower 2023-10-14 17:25:59,265 | server.py:165 | evaluate_round 32: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 17:35:32,446 | server.py:179 | evaluate_round 32 received 35 results and 0 failures
DEBUG flower 2023-10-14 17:35:32,448 | server.py:215 | fit_round 33: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 17:36:31,833 | server.py:229 | fit_round 33 received 35 results and 0 failures
DEBUG flower 2023-10-14 17:36:31,880 | server.py:165 | evaluate_round 33: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 17:46:06,463 | server.py:179 | evaluate_round 33 received 35 results and 0 failures
DEBUG flower 2023-10-14 17:46:06,464 | server.py:215 | fit_round 34: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 17:47:03,435 | server.py:229 | fit_round 34 received 35 results and 0 failures
DEBUG flower 2023-10-14 17:47:03,481 | server.py:165 | evaluate_round 34: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 17:56:40,082 | server.py:179 | evaluate_round 34 received 35 results and 0 failures
DEBUG flower 2023-10-14 17:56:40,082 | server.py:215 | fit_round 35: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 17:57:39,146 | server.py:229 | fit_round 35 received 35 results and 0 failures
DEBUG flower 2023-10-14 17:57:39,190 | server.py:165 | evaluate_round 35: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 18:07:08,110 | server.py:179 | evaluate_round 35 received 35 results and 0 failures
DEBUG flower 2023-10-14 18:07:08,111 | server.py:215 | fit_round 36: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 18:08:05,909 | server.py:229 | fit_round 36 received 35 results and 0 failures
DEBUG flower 2023-10-14 18:08:05,953 | server.py:165 | evaluate_round 36: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 18:17:35,167 | server.py:179 | evaluate_round 36 received 35 results and 0 failures
DEBUG flower 2023-10-14 18:17:35,168 | server.py:215 | fit_round 37: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 18:18:32,893 | server.py:229 | fit_round 37 received 35 results and 0 failures
DEBUG flower 2023-10-14 18:18:32,935 | server.py:165 | evaluate_round 37: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 18:27:58,677 | server.py:179 | evaluate_round 37 received 35 results and 0 failures
DEBUG flower 2023-10-14 18:27:58,677 | server.py:215 | fit_round 38: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 18:28:56,315 | server.py:229 | fit_round 38 received 35 results and 0 failures
DEBUG flower 2023-10-14 18:28:56,358 | server.py:165 | evaluate_round 38: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 18:38:23,720 | server.py:179 | evaluate_round 38 received 35 results and 0 failures
DEBUG flower 2023-10-14 18:38:23,721 | server.py:215 | fit_round 39: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 18:39:22,613 | server.py:229 | fit_round 39 received 35 results and 0 failures
DEBUG flower 2023-10-14 18:39:22,658 | server.py:165 | evaluate_round 39: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 18:48:55,511 | server.py:179 | evaluate_round 39 received 35 results and 0 failures
DEBUG flower 2023-10-14 18:48:55,511 | server.py:215 | fit_round 40: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 18:49:55,306 | server.py:229 | fit_round 40 received 35 results and 0 failures
DEBUG flower 2023-10-14 18:49:55,347 | server.py:165 | evaluate_round 40: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 18:59:28,785 | server.py:179 | evaluate_round 40 received 35 results and 0 failures
DEBUG flower 2023-10-14 18:59:28,786 | server.py:215 | fit_round 41: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 19:00:27,637 | server.py:229 | fit_round 41 received 35 results and 0 failures
DEBUG flower 2023-10-14 19:00:27,684 | server.py:165 | evaluate_round 41: strategy sampled 35 clients (out of 35)
DEBUG flower 2023-10-14 19:10:15,085 | server.py:179 | evaluate_round 41 received 35 results and 0 failures
evaluate_round 1 received 0 results and 32 timeouts
time: 458.147279458
losses_distributed: [[]]
metrics_distributed: [[]]
precision_distributed: [[]]
recall_distributed: [[]]
fscore_distributed: [[]]
evaluate_round 2 received 0 results and 35 timeouts
time: 1082.350665916
losses_distributed: [[], []]
metrics_distributed: [[], []]
precision_distributed: [[], []]
recall_distributed: [[], []]
fscore_distributed: [[], []]
evaluate_round 3 received 0 results and 35 timeouts
time: 1696.776236416
losses_distributed: [[], [], []]
metrics_distributed: [[], [], []]
precision_distributed: [[], [], []]
recall_distributed: [[], [], []]
fscore_distributed: [[], [], []]
evaluate_round 4 received 0 results and 35 timeouts
time: 2307.965540208
losses_distributed: [[], [], [], []]
metrics_distributed: [[], [], [], []]
precision_distributed: [[], [], [], []]
recall_distributed: [[], [], [], []]
fscore_distributed: [[], [], [], []]
evaluate_round 5 received 0 results and 35 timeouts
time: 2933.568762
losses_distributed: [[], [], [], [], []]
metrics_distributed: [[], [], [], [], []]
precision_distributed: [[], [], [], [], []]
recall_distributed: [[], [], [], [], []]
fscore_distributed: [[], [], [], [], []]
evaluate_round 6 received 0 results and 35 timeouts
time: 3536.233291958
losses_distributed: [[], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], []]
evaluate_round 7 received 0 results and 35 timeouts
time: 4150.24723125
losses_distributed: [[], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], []]
evaluate_round 8 received 0 results and 35 timeouts
time: 4769.580099166
losses_distributed: [[], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], []]
evaluate_round 9 received 0 results and 35 timeouts
time: 5398.377460125
losses_distributed: [[], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], []]
evaluate_round 10 received 0 results and 35 timeouts
time: 6027.102095791
losses_distributed: [[], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], []]
evaluate_round 11 received 0 results and 35 timeouts
time: 6650.786148833
losses_distributed: [[], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], []]
evaluate_round 12 received 0 results and 35 timeouts
time: 7277.368052958
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 13 received 0 results and 35 timeouts
time: 7911.006999666
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 14 received 0 results and 35 timeouts
time: 8540.255355041
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 15 received 0 results and 35 timeouts
time: 9171.606305166
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 16 received 0 results and 35 timeouts
time: 9799.481190625
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 17 received 0 results and 35 timeouts
time: 10418.524614291
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 18 received 0 results and 35 timeouts
time: 11024.129054
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 19 received 0 results and 35 timeouts
time: 11556.1891205
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 20 received 0 results and 35 timeouts
time: 12094.076237125
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 21 received 0 results and 35 timeouts
time: 12624.2429055
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 22 received 0 results and 35 timeouts
time: 13150.718721166
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 23 received 0 results and 35 timeouts
time: 13681.793714708
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
metrics_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
precision_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
recall_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
fscore_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
evaluate_round 24 received 0 results and 35 timeouts
time: 14462.797183041
losses_distributed: [[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], []]
